"OrthoGroup","# Species","Genes","Alg.-Conn.","L_infantum.fasta","L_major.fasta","L_mexicana.fasta"
"OrthoGroup_181",3,4,0.494,"LINF_300025500","LmjF.30.2040.1,LmjF.30.2040.2","LmxM.29.2040"
"OrthoGroup_182",3,4,0.494,"LINF_310039300","LmjF.31.3040","LmxM.30.3040,LmxM.30.3040a"
"OrthoGroup_183",3,4,0.493,"LINF_060019100","LmjF.06.1290","LmxM.06.1290,LmxM.22.0015"
"OrthoGroup_184",3,4,0.493,"LINF_080017600","LmjF.08.1228,LmjF.08.1280","LmxM.08.1228"
"OrthoGroup_185",3,4,0.493,"LINF_140019500","LmjF.14.1310","LmxM.14.1310,LmxM.14.1311"
"OrthoGroup_186",3,4,0.493,"LINF_310007300","LmjF.31.0210","LmxM.30.0210,LmxM.30.0211"
"OrthoGroup_187",3,4,0.492,"LINF_210017000","LmjF.21.0940.1,LmjF.21.0940.2","LmxM.21.0940"
"OrthoGroup_188",3,4,0.492,"LINF_230017000,LINF_230017100","LmjF.23.0870","LmxM.23.0870"
"OrthoGroup_189",3,4,0.492,"LINF_310010000","LmjF.31.0470","LmxM.30.0470,LmxM.30.0470b"
"OrthoGroup_190",3,4,0.492,"LINF_350038700","LmjF.35.3330","LmxM.34.3330,LmxM.34.3330a"
"OrthoGroup_191",3,4,0.491,"LINF_310023600,LINF_310023700","LmjF.31.1630","LmxM.30.1630"
"OrthoGroup_192",3,4,0.491,"LINF_340039200","LmjF.34.3230.1,LmjF.34.3230.2","LmxM.33.3230"
"OrthoGroup_193",3,4,0.49,"LINF_050008300","LmjF.05.0330.1,LmjF.05.0330.2","LmxM.05.0330"
"OrthoGroup_194",3,4,0.49,"LINF_090016000,LINF_090016050","LmjF.09.0970","LmxM.09.0970"
"OrthoGroup_195",3,4,0.49,"LINF_100018200","LmjF.10.1100.1,LmjF.10.1100.2","LmxM.10.1100"
"OrthoGroup_196",3,4,0.49,"LINF_160006400","LmjF.16.0130","LmxM.16.0130,LmxM.16.0131"
"OrthoGroup_197",3,4,0.49,"LINF_280010700,LINF_280010800","LmjF.28.0570","LmxM.28.0570"
"OrthoGroup_198",3,4,0.49,"LINF_290009400","LmjF.29.0440.1,LmjF.29.0440.2","LmxM.08_29.0440"
"OrthoGroup_199",3,4,0.49,"LINF_360074900","LmjF.36.6360.1,LmjF.36.6360.2","LmxM.36.6360"
"OrthoGroup_200",3,4,0.489,"LINF_280025700,LINF_280025800","LmjF.28.1930","LmxM.28.1930"
"OrthoGroup_201",3,4,0.489,"LINF_300036300","LmjF.30.3070.1,LmjF.30.3070.2","LmxM.29.3070"
"OrthoGroup_202",3,4,0.489,"LINF_310031600","LmjF.31.2340.1,LmjF.31.2340.2","LmxM.30.2340"
"OrthoGroup_203",3,4,0.489,"LINF_350033400","LmjF.35.2810","LmxM.34.2810,LmxM.34.2810b"
"OrthoGroup_204",3,4,0.488,"LINF_210022400","LmjF.21.1390,LmjF.21.1400","LmxM.21.1390"
"OrthoGroup_205",3,4,0.488,"LINF_230010300","LmjF.23.0500.1,LmjF.23.0500.2","LmxM.23.0500"
"OrthoGroup_206",3,4,0.488,"LINF_230010800","LmjF.23.0542.1,LmjF.23.0542.2","LmxM.23.0542"
"OrthoGroup_207",3,4,0.488,"LINF_240017000","LmjF.24.1170.1,LmjF.24.1170.2","LmxM.24.1170"
"OrthoGroup_208",3,4,0.488,"LINF_310010200","LmjF.31.0480","LmxM.30.0480,LmxM.30.0480b"
"OrthoGroup_209",3,4,0.488,"LINF_330033700","LmjF.33.2450.1,LmjF.33.2450.2","LmxM.32.2450"
"OrthoGroup_210",3,4,0.487,"LINF_020012200,LINF_270033600","LmjF.02.0690","LmxM.02.0690"
"OrthoGroup_211",3,4,0.487,"LINF_160020000","LmjF.16.1410.1,LmjF.16.1410.2","LmxM.16.1410"
"OrthoGroup_212",3,4,0.487,"LINF_260025600","LmjF.26.2030.1,LmjF.26.2030.2","LmxM.26.2030"
"OrthoGroup_213",3,4,0.487,"LINF_340037400,LINF_340037900","LmjF.34.3080","LmxM.33.3080"
"OrthoGroup_214",3,4,0.487,"LINF_350020100","LmjF.35.1510.1,LmjF.35.1510.2","LmxM.34.1510"
"OrthoGroup_215",3,4,0.487,"LINF_350020300","LmjF.35.1530.1,LmjF.35.1530.2","LmxM.34.1530"
"OrthoGroup_216",3,4,0.486,"LINF_200016400","LmjF.20.1130.1,LmjF.20.1130.2","LmxM.20.1130"
"OrthoGroup_217",3,4,0.486,"LINF_310026000","LmjF.31.1855.1,LmjF.31.1855.2","LmxM.30.1855"
"OrthoGroup_218",3,4,0.486,"LINF_310032400","LmjF.31.2410.1,LmjF.31.2410.2","LmxM.30.2410"
"OrthoGroup_219",3,4,0.486,"LINF_340021200,LINF_340021300","LmjF.34.1410","LmxM.33.1415"
"OrthoGroup_220",3,4,0.485,"LINF_080017100","LmjF.08.1215,LmjF.08.1240","LmxM.08.1215"
"OrthoGroup_221",3,4,0.485,"LINF_220019600","LmjF.22.1350.1,LmjF.22.1350.2","LmxM.22.1350"
"OrthoGroup_222",3,4,0.484,"LINF_200006100","LmjF.20.0110.1,LmjF.20.0110.2","LmxM.20.0110"
"OrthoGroup_223",3,4,0.484,"LINF_270022500,LINF_270022700","LmjF.27.1570","LmxM.27.1570"
"OrthoGroup_224",3,4,0.484,"LINF_300021800","LmjF.30.1690.1,LmjF.30.1690.2","LmxM.29.1690"
"OrthoGroup_225",3,4,0.483,"LINF_100005000","LmjF.10.0010,LmjF.10.1320","LmxM.10.1320"
"OrthoGroup_226",3,4,0.483,"LINF_180018400","LmjF.18.1310.1,LmjF.18.1310.2","LmxM.18.1310"
"OrthoGroup_227",3,4,0.483,"LINF_200021900","LmjF.20.1740.1,LmjF.20.1740.2","LmxM.20.1740"
"OrthoGroup_228",3,4,0.483,"LINF_260005500","LmjF.26.0050.1,LmjF.26.0050.2","LmxM.26.0050"
"OrthoGroup_229",3,4,0.483,"LINF_270007200,LINF_270007400","LmjF.27.0230","LmxM.27.0230"
"OrthoGroup_230",3,4,0.483,"LINF_300008800","LmjF.30.0380.1,LmjF.30.0380.2","LmxM.29.0380"
"OrthoGroup_231",3,4,0.483,"LINF_300013900","LmjF.30.0830.1,LmjF.30.0830.2","LmxM.29.0830"
"OrthoGroup_232",3,4,0.483,"LINF_320033300","LmjF.32.2640.1,LmjF.32.2640.2","LmxM.31.2640"
"OrthoGroup_233",3,4,0.483,"LINF_330026100","LmjF.33.1760.1,LmjF.33.1760.2","LmxM.32.1760"
"OrthoGroup_234",3,4,0.483,"LINF_340011000","LmjF.34.0540.1,LmjF.34.0540.2","LmxM.33.0540"
"OrthoGroup_235",3,4,0.483,"LINF_340037500,LINF_340038000","LmjF.34.3090","LmxM.33.3090"
"OrthoGroup_236",3,4,0.482,"LINF_130016000","LmjF.13.1100.1,LmjF.13.1100.2","LmxM.13.1100"
"OrthoGroup_237",3,4,0.481,"LINF_130007300","LmjF.13.0240.1,LmjF.13.0240.2","LmxM.13.0240"
"OrthoGroup_238",3,4,0.481,"LINF_130012100","LmjF.13.0720.1,LmjF.13.0720.2","LmxM.13.0720"
"OrthoGroup_239",3,4,0.481,"LINF_210024500","LmjF.21.1558.1,LmjF.21.1558.2","LmxM.21.1558"
"OrthoGroup_240",3,4,0.481,"LINF_350058100","LmjF.35.5250.1,LmjF.35.5250.2","LmxM.34.5250"
"OrthoGroup_241",3,4,0.481,"LINF_360066000","LmjF.36.5620.1,LmjF.36.5620.2","LmxM.36.5620"
"OrthoGroup_242",3,4,0.48,"LINF_140015800","LmjF.14.0970.1,LmjF.14.0970.2","LmxM.14.0970"
"OrthoGroup_243",3,4,0.48,"LINF_240004000","LmjF.24.0010.1,LmjF.24.0010.2","LmxM.24.0010"
"OrthoGroup_244",3,4,0.48,"LINF_250011100","LmjF.25.0590.1,LmjF.25.0590.2","LmxM.25.0590"
"OrthoGroup_245",3,4,0.48,"LINF_310029700","LmjF.31.2150.1,LmjF.31.2150.2","LmxM.30.2150"
"OrthoGroup_246",3,4,0.48,"LINF_350041000","LmjF.35.3560.1,LmjF.35.3560.2","LmxM.34.3560"
"OrthoGroup_247",3,4,0.479,"LINF_020007300","LmjF.02.0190,LmjF.02.0230","LmxM.02.0230"
"OrthoGroup_248",3,4,0.479,"LINF_230007300","LmjF.23.0220.1,LmjF.23.0220.2","LmxM.23.0220"
"OrthoGroup_249",3,4,0.479,"LINF_260028200","LmjF.26.2280.1,LmjF.26.2280.2","LmxM.26.2280"
"OrthoGroup_250",3,4,0.479,"LINF_280012600","LmjF.28.0740.1,LmjF.28.0740.2","LmxM.28.0740"
"OrthoGroup_251",3,4,0.479,"LINF_290021400","LmjF.29.1500,LmjF.29.1510","LmxM.08_29.1500"
"OrthoGroup_252",3,4,0.479,"LINF_330042400","LmjF.33.3220.1,LmjF.33.3220.2","LmxM.32.3220"
"OrthoGroup_253",3,4,0.478,"LINF_080013600","LmjF.08.0920.1,LmjF.08.0920.2","LmxM.08.0920"
"OrthoGroup_254",3,4,0.478,"LINF_120005000","LmjF.12.0010.1,LmjF.12.0010.2","LmxM.12.0010"
"OrthoGroup_255",3,4,0.478,"LINF_210012800","LmjF.21.0720.1,LmjF.21.0720.2","LmxM.21.0720"
"OrthoGroup_256",3,4,0.478,"LINF_250005500","LmjF.25.0060.1,LmjF.25.0060.2","LmxM.25.0060"
"OrthoGroup_257",3,4,0.478,"LINF_270007100,LINF_270007300","LmjF.27.0220","LmxM.27.0220"
"OrthoGroup_258",3,4,0.478,"LINF_310033700","LmjF.31.2560.1,LmjF.31.2560.2","LmxM.30.2560"
"OrthoGroup_259",3,4,0.478,"LINF_320011600","LmjF.32.0630.1,LmjF.32.0630.2","LmxM.31.0630"
"OrthoGroup_260",3,4,0.477,"LINF_080017300","LmjF.08.1222,LmjF.08.1260","LmxM.08.1222"
"OrthoGroup_261",3,4,0.477,"LINF_190021400","LmjF.19.1490,LmjF.19.1510","LmxM.19.1490"
"OrthoGroup_262",3,4,0.477,"LINF_270022300","LmjF.27.1550.1,LmjF.27.1550.2","LmxM.27.1550"
"OrthoGroup_263",3,4,0.477,"LINF_270029800","LmjF.27.2250.1,LmjF.27.2250.2","LmxM.27.2250"
"OrthoGroup_264",3,4,0.477,"LINF_330028300","LmjF.33.1955,LmjF.35.5100","LmxM.32.1955"
"OrthoGroup_265",3,4,0.477,"LINF_340025000","LmjF.34.2000.1,LmjF.34.2000.2","LmxM.33.2000"
"OrthoGroup_266",3,4,0.477,"LINF_360008100","LmjF.36.0290.1,LmjF.36.0290.2","LmxM.36.0290"
"OrthoGroup_267",3,4,0.477,"LINF_360055800","LmjF.36.4640.1,LmjF.36.4640.2","LmxM.36.4640"
"OrthoGroup_268",3,4,0.476,"LINF_080017200","LmjF.08.1218,LmjF.08.1250","LmxM.08.1218"
"OrthoGroup_269",3,4,0.476,"LINF_260013000","LmjF.26.0800,LmjF.26.0810","LmxM.26.0800"
"OrthoGroup_270",3,4,0.476,"LINF_310034500","LmjF.31.2640.1,LmjF.31.2640.2","LmxM.30.2640"
"OrthoGroup_271",3,4,0.476,"LINF_320042200","LmjF.32.3470.1,LmjF.32.3470.2","LmxM.31.3470"
"OrthoGroup_272",3,4,0.475,"LINF_010011000","LmjF.01.0590.1,LmjF.01.0590.2","LmxM.01.0590"
"OrthoGroup_273",3,4,0.475,"LINF_300039900","LmjF.30.3420.1,LmjF.30.3420.2","LmxM.29.3420"
"OrthoGroup_274",3,4,0.475,"LINF_340043800","LmjF.34.3640","LmxM.33.3640,LmxM.33.3642"
"OrthoGroup_275",3,4,0.475,"LINF_350037000","LmjF.35.3160.1,LmjF.35.3160.2","LmxM.34.3160"
"OrthoGroup_276",3,4,0.474,"LINF_100020200","LmjF.10.1228.1,LmjF.10.1228.2","LmxM.10.1228"
"OrthoGroup_277",3,4,0.474,"LINF_180011200,LINF_360046400","LmjF.36.3750","LmxM.36.3750"
"OrthoGroup_278",3,4,0.474,"LINF_310021400,LINF_310021500","LmjF.31.1440:pseudogenic_transcript-p1","LmxM.30.1440b"
"OrthoGroup_279",3,4,0.474,"LINF_350035400","LmjF.35.3010.1,LmjF.35.3010.2","LmxM.34.3010"
"OrthoGroup_280",3,4,0.473,"LINF_160016300","LmjF.16.1080.1,LmjF.16.1080.2","LmxM.16.1080"
"OrthoGroup_281",3,4,0.47,"LINF_340014800","LmjF.34.0900.1,LmjF.34.0900.2","LmxM.33.0900"
"OrthoGroup_282",3,4,0.469,"LINF_310007100","LmjF.31.0200.1,LmjF.31.0200.2","LmxM.30.0200"
"OrthoGroup_283",3,4,0.469,"LINF_310014800,LINF_310015700","LmjF.31.0900","LmxM.30.0900"
"OrthoGroup_284",3,4,0.469,"LINF_310032500","LmjF.31.2420.1,LmjF.31.2420.2","LmxM.30.2420"
"OrthoGroup_285",3,4,0.469,"LINF_320034800","LmjF.32.2770.1,LmjF.32.2770.2","LmxM.31.2770"
"OrthoGroup_286",3,4,0.468,"LINF_080017500","LmjF.08.1225,LmjF.08.1270","LmxM.08.1225"
"OrthoGroup_287",3,4,0.466,"LINF_360058200","LmjF.36.4870,LmjF.36.4880","LmxM.36.4870"
"OrthoGroup_288",3,4,0.457,"LINF_230019800,LINF_230019900","LmjF.23.1120","LmxM.23.1120"
"OrthoGroup_289",3,4,0.456,"LINF_220014300","LmjF.22.0700,LmjF.22.0840","LmxM.22.0700"
"OrthoGroup_290",3,4,0.452,"LINF_280014600","LmjF.28.0900.1,LmjF.28.0900.2","LmxM.28.0900"
"OrthoGroup_291",3,4,0.451,"LINF_020012430","LmjF.02.0720,LmjF.27.2640","LmxM.02.0720"
"OrthoGroup_292",3,4,0.444,"LINF_310030300","LmjF.31.2210.1,LmjF.31.2210.2","LmxM.30.2210"
"OrthoGroup_293",3,4,0.39,"LINF_230018700","LmjF.23.1060,LmjF.23.1070","LmxM.23.1060"
"OrthoGroup_294",3,4,0.249,"LINF_040010300","LmjF.04.0530.2,LmjF.04.0530.1","LmxM.04.0530"
"OrthoGroup_295",3,4,0.227,"LINF_160020800,LINF_160020700","LmjF.16.1470","LmxM.16.1470"
"OrthoGroup_296",3,4,0.223,"LINF_140010800","LmjF.14.0540.1,LmjF.14.0540.2","LmxM.14.0540"
"OrthoGroup_297",3,4,0.203,"LINF_160015850","LmjF.16.1015","LmxM.16.1010partial,LmxM.16.1020"
"OrthoGroup_298",3,4,0.197,"LINF_340028800","LmjF.34.2340.2,LmjF.34.2340.1","LmxM.33.2340"
"OrthoGroup_299",3,4,0.139,"LINF_310013450","LmjF.31.0770","LmxM.30.0850,LmxM.30.0770"
"OrthoGroup_300",3,4,0.139,"LINF_310021600","LmjF.31.1445","LmxM.30.1440c,LmxM.30.1445"
"OrthoGroup_301",3,4,0.138,"LINF_070014500,LINF_070014600","LmjF.07.0840","LmxM.07.0831"
"OrthoGroup_302",3,4,0.116,"LINF_130017600","LmjF.13.1250.1,LmjF.13.1250.2","LmxM.13.1250"
"OrthoGroup_303",3,4,0.111,"LINF_080011100","LmjF.08.0590.2,LmjF.08.0590.1","LmxM.08.0590"
"OrthoGroup_304",3,3,1,"LINF_010012000","LmjF.01.0690","LmxM.01.0690"
"OrthoGroup_305",3,3,1,"LINF_040014400","LmjF.04.0940","LmxM.04.0940"
"OrthoGroup_306",3,3,1,"LINF_060016600","LmjF.06.1080","LmxM.06.1080"
"OrthoGroup_307",3,3,1,"LINF_100008700","LmjF.10.0330","LmxM.10.0330"
"OrthoGroup_308",3,3,1,"LINF_110013200","LmjF.11.0750","LmxM.11.0750"
"OrthoGroup_309",3,3,1,"LINF_120009900","LmjF.12.0470","LmxM.12.0470"
"OrthoGroup_310",3,3,1,"LINF_200006400","LmjF.20.0140","LmxM.20.0140"
"OrthoGroup_311",3,3,1,"LINF_250005400","LmjF.25.0050","LmxM.25.0050"
"OrthoGroup_312",3,3,1,"LINF_270028700","LmjF.27.2150","LmxM.27.2150"
"OrthoGroup_313",3,3,1,"LINF_300013500","LmjF.30.0805","LmxM.29.0805"
"OrthoGroup_314",3,3,1,"LINF_340018300","LmjF.34.1155","LmxM.33.1155"
"OrthoGroup_315",3,3,1,"LINF_350007200","LmjF.35.0210","LmxM.34.0210"
"OrthoGroup_316",3,3,0.998,"LINF_010011100","LmjF.01.0600","LmxM.01.0600"
"OrthoGroup_317",3,3,0.998,"LINF_010013300","LmjF.01.0820","LmxM.01.0820"
"OrthoGroup_318",3,3,0.998,"LINF_040009500","LmjF.04.0450","LmxM.04.0450"
"OrthoGroup_319",3,3,0.998,"LINF_130009900","LmjF.13.0500","LmxM.13.0500"
"OrthoGroup_320",3,3,0.998,"LINF_180017900","LmjF.18.1240","LmxM.18.1240"
"OrthoGroup_321",3,3,0.998,"LINF_340050400","LmjF.34.4260","LmxM.33.4260"
"OrthoGroup_322",3,3,0.998,"LINF_350033600","LmjF.35.2830","LmxM.34.2830"
"OrthoGroup_323",3,3,0.997,"LINF_030005700","LmjF.03.0090","LmxM.03.0090"
"OrthoGroup_324",3,3,0.997,"LINF_090010900","LmjF.09.0500","LmxM.09.0500"
"OrthoGroup_325",3,3,0.997,"LINF_150008700","LmjF.15.0330","LmxM.15.0330"
"OrthoGroup_326",3,3,0.997,"LINF_180012300","LmjF.18.0710","LmxM.18.0710"
"OrthoGroup_327",3,3,0.997,"LINF_200011200","LmjF.20.0580","LmxM.20.0580"
"OrthoGroup_328",3,3,0.997,"LINF_270019300","LmjF.27.1275","LmxM.27.1275"
"OrthoGroup_329",3,3,0.997,"LINF_300034750","LmjF.30.2940","LmxM.29.2940"
"OrthoGroup_330",3,3,0.997,"LINF_310012300","LmjF.31.0660","LmxM.30.0660"
"OrthoGroup_331",3,3,0.997,"LINF_310013800","LmjF.31.0810","LmxM.30.0810"
"OrthoGroup_332",3,3,0.997,"LINF_310039700","LmjF.31.3080","LmxM.30.3080"
"OrthoGroup_333",3,3,0.997,"LINF_320013300","LmjF.32.0780","LmxM.31.0780"
"OrthoGroup_334",3,3,0.997,"LINF_350048000","LmjF.35.4220","LmxM.34.4220"
"OrthoGroup_335",3,3,0.997,"LINF_360009300","LmjF.36.0400","LmxM.36.0400"
"OrthoGroup_336",3,3,0.997,"LINF_360027800","LmjF.36.2080","LmxM.36.2080"
"OrthoGroup_337",3,3,0.996,"LINF_030010900","LmjF.03.0610","LmxM.03.0610"
"OrthoGroup_338",3,3,0.996,"LINF_120011700","LmjF.12.0650","LmxM.12.0650"
"OrthoGroup_339",3,3,0.996,"LINF_140005600","LmjF.14.0070","LmxM.14.0070"
"OrthoGroup_340",3,3,0.996,"LINF_150014600","LmjF.15.0720","LmxM.15.0720"
"OrthoGroup_341",3,3,0.996,"LINF_170017200","LmjF.17.1010","LmxM.17.1010"
"OrthoGroup_342",3,3,0.996,"LINF_180021100","LmjF.18.1550","LmxM.18.1550"
"OrthoGroup_343",3,3,0.996,"LINF_220015700","LmjF.22.0970","LmxM.22.0970"
"OrthoGroup_344",3,3,0.996,"LINF_230021800","LmjF.23.1267","LmxM.23.1267"
"OrthoGroup_345",3,3,0.996,"LINF_240020100","LmjF.24.1460","LmxM.24.1460"
"OrthoGroup_346",3,3,0.996,"LINF_240020700","LmjF.24.1520","LmxM.24.1520"
"OrthoGroup_347",3,3,0.996,"LINF_280022400","LmjF.28.1610","LmxM.28.1610"
"OrthoGroup_348",3,3,0.996,"LINF_280025900","LmjF.28.1940","LmxM.28.1940"
"OrthoGroup_349",3,3,0.996,"LINF_290023500","LmjF.29.1660","LmxM.08_29.1660"
"OrthoGroup_350",3,3,0.996,"LINF_300013800","LmjF.30.0820","LmxM.29.0820"
"OrthoGroup_351",3,3,0.996,"LINF_310012900","LmjF.31.0720","LmxM.30.0720"
"OrthoGroup_352",3,3,0.996,"LINF_310022600","LmjF.31.1530","LmxM.30.1530"
"OrthoGroup_353",3,3,0.996,"LINF_310025200","LmjF.31.1780","LmxM.30.1780"
"OrthoGroup_354",3,3,0.996,"LINF_340022600","LmjF.34.1540","LmxM.33.1540"
"OrthoGroup_355",3,3,0.996,"LINF_350011800","LmjF.35.0720","LmxM.34.0720"
"OrthoGroup_356",3,3,0.996,"LINF_360007400","LmjF.36.0220","LmxM.36.0220"
"OrthoGroup_357",3,3,0.996,"LINF_360042900","LmjF.36.3430","LmxM.36.3430"
"OrthoGroup_358",3,3,0.996,"LINF_360065200","LmjF.36.5550","LmxM.36.5550"
"OrthoGroup_359",3,3,0.996,"LINF_360081000","LmjF.36.6900","LmxM.36.6900"
"OrthoGroup_360",3,3,0.995,"LINF_050016100","LmjF.05.1080","LmxM.05.1080"
"OrthoGroup_361",3,3,0.995,"LINF_110005700","LmjF.11.0080","LmxM.11.0080"
"OrthoGroup_362",3,3,0.995,"LINF_120007900","LmjF.12.0280","LmxM.12.0280"
"OrthoGroup_363",3,3,0.995,"LINF_150013000","LmjF.15.0570","LmxM.15.0570"
"OrthoGroup_364",3,3,0.995,"LINF_170005600","LmjF.17.0050","LmxM.17.0050"
"OrthoGroup_365",3,3,0.995,"LINF_300024100","LmjF.30.1940","LmxM.29.1940"
"OrthoGroup_366",3,3,0.995,"LINF_310009100","LmjF.31.0380","LmxM.30.0380"
"OrthoGroup_367",3,3,0.995,"LINF_320021650","LmjF.32.1590","LmxM.31.1590"
"OrthoGroup_368",3,3,0.995,"LINF_330036000","LmjF.33.2670","LmxM.32.2670"
"OrthoGroup_369",3,3,0.995,"LINF_350023600","LmjF.35.1870","LmxM.34.1870"
"OrthoGroup_370",3,3,0.995,"LINF_350037300","LmjF.35.3190","LmxM.34.3190"
"OrthoGroup_371",3,3,0.995,"LINF_350039500","LmjF.35.3410","LmxM.34.3410"
"OrthoGroup_372",3,3,0.995,"LINF_360059100","LmjF.36.4960","LmxM.36.4960"
"OrthoGroup_373",3,3,0.994,"LINF_090016200","LmjF.09.0990","LmxM.09.0990"
"OrthoGroup_374",3,3,0.994,"LINF_100012000","LmjF.10.0520","LmxM.10.0520"
"OrthoGroup_375",3,3,0.994,"LINF_120008100","LmjF.12.0300","LmxM.12.0300"
"OrthoGroup_376",3,3,0.994,"LINF_150017400","LmjF.15.0930","LmxM.15.0930"
"OrthoGroup_377",3,3,0.994,"LINF_170009900","LmjF.17.0360","LmxM.17.0360"
"OrthoGroup_378",3,3,0.994,"LINF_220013100","LmjF.22.0720","LmxM.22.0720"
"OrthoGroup_379",3,3,0.994,"LINF_230007200","LmjF.23.0210","LmxM.23.0210"
"OrthoGroup_380",3,3,0.994,"LINF_230012700","LmjF.23.1640","LmxM.23.1640"
"OrthoGroup_381",3,3,0.994,"LINF_300028100","LmjF.30.2270","LmxM.29.2270"
"OrthoGroup_382",3,3,0.994,"LINF_310018000","LmjF.31.1160","LmxM.30.1160"
"OrthoGroup_383",3,3,0.994,"LINF_310031400","LmjF.31.2320","LmxM.30.2320"
"OrthoGroup_384",3,3,0.994,"LINF_320035400","LmjF.32.2830","LmxM.31.2830"
"OrthoGroup_385",3,3,0.994,"LINF_340016000","LmjF.34.0970","LmxM.33.0970"
"OrthoGroup_386",3,3,0.994,"LINF_340035800","LmjF.34.2910","LmxM.33.2910"
"OrthoGroup_387",3,3,0.994,"LINF_360050500","LmjF.36.4140","LmxM.36.4140"
"OrthoGroup_388",3,3,0.994,"LINF_360057800","LmjF.36.4830.2","LmxM.36.4830"
"OrthoGroup_389",3,3,0.994,"LINF_360063000","LmjF.36.5350","LmxM.36.5350"
"OrthoGroup_390",3,3,0.993,"LINF_070007700","LmjF.07.0250","LmxM.07.0250"
"OrthoGroup_391",3,3,0.993,"LINF_070008300","LmjF.07.0310","LmxM.07.0310"
"OrthoGroup_392",3,3,0.993,"LINF_100009800","LmjF.10.0430","LmxM.10.0430"
"OrthoGroup_393",3,3,0.993,"LINF_130013200","LmjF.13.0830","LmxM.13.0830"
"OrthoGroup_394",3,3,0.993,"LINF_160012400","LmjF.16.0700","LmxM.16.0700"
"OrthoGroup_395",3,3,0.993,"LINF_170016500","LmjF.17.0940","LmxM.17.0940"
"OrthoGroup_396",3,3,0.993,"LINF_200013800","LmjF.20.0890","LmxM.20.0890"
"OrthoGroup_397",3,3,0.993,"LINF_220011800","LmjF.22.0640","LmxM.22.0640"
"OrthoGroup_398",3,3,0.993,"LINF_230007600","LmjF.23.0230","LmxM.23.0230"
"OrthoGroup_399",3,3,0.993,"LINF_240025400","LmjF.24.1920","LmxM.24.1920"
"OrthoGroup_400",3,3,0.993,"LINF_270006600","LmjF.27.0170","LmxM.27.0170"
"OrthoGroup_401",3,3,0.993,"LINF_270027800","LmjF.27.2070","LmxM.27.2070"
"OrthoGroup_402",3,3,0.993,"LINF_280018800","LmjF.28.1300","LmxM.28.1300"
"OrthoGroup_403",3,3,0.993,"LINF_290018700","LmjF.29.1280","LmxM.08_29.1280"
"OrthoGroup_404",3,3,0.993,"LINF_330041000","LmjF.33.3080","LmxM.32.3080"
"OrthoGroup_405",3,3,0.993,"LINF_340047000","LmjF.34.3930","LmxM.33.3930"
"OrthoGroup_406",3,3,0.993,"LINF_360018000","LmjF.36.1220","LmxM.36.1220"
"OrthoGroup_407",3,3,0.992,"LINF_020011400","LmjF.02.0610","LmxM.02.0610"
"OrthoGroup_408",3,3,0.992,"LINF_040010200","LmjF.04.0520","LmxM.04.0520"
"OrthoGroup_409",3,3,0.992,"LINF_060012900","LmjF.06.0720","LmxM.06.0720"
"OrthoGroup_410",3,3,0.992,"LINF_070008500","LmjF.07.0330","LmxM.07.0330"
"OrthoGroup_411",3,3,0.992,"LINF_090010700","LmjF.09.0480","LmxM.09.0480"
"OrthoGroup_412",3,3,0.992,"LINF_090018900","LmjF.09.1160","LmxM.09.1160"
"OrthoGroup_413",3,3,0.992,"LINF_090022200","LmjF.09.1460","LmxM.09.1460"
"OrthoGroup_414",3,3,0.992,"LINF_100015000","LmjF.10.0830","LmxM.10.0830"
"OrthoGroup_415",3,3,0.992,"LINF_150006300","LmjF.15.0140","LmxM.15.0140"
"OrthoGroup_416",3,3,0.992,"LINF_160005200","LmjF.16.0020","LmxM.16.0020"
"OrthoGroup_417",3,3,0.992,"LINF_170005300","LmjF.17.0025","LmxM.17.0025"
"OrthoGroup_418",3,3,0.992,"LINF_170021800","LmjF.17.1430","LmxM.17.1430"
"OrthoGroup_419",3,3,0.992,"LINF_200012100","LmjF.20.0680","LmxM.20.0680"
"OrthoGroup_420",3,3,0.992,"LINF_200016200","LmjF.20.1110","LmxM.20.1110"
"OrthoGroup_421",3,3,0.992,"LINF_200016300","LmjF.20.1120","LmxM.20.1120"
"OrthoGroup_422",3,3,0.992,"LINF_200019500","LmjF.20.1420","LmxM.20.1420"
"OrthoGroup_423",3,3,0.992,"LINF_210020400","LmjF.21.1230","LmxM.21.1230"
"OrthoGroup_424",3,3,0.992,"LINF_210024000","LmjF.21.1540","LmxM.21.1540"
"OrthoGroup_425",3,3,0.992,"LINF_230021300","LmjF.23.1240","LmxM.23.1240"
"OrthoGroup_426",3,3,0.992,"LINF_280013900","LmjF.28.0835","LmxM.28.0835"
"OrthoGroup_427",3,3,0.992,"LINF_280017900","LmjF.28.1210","LmxM.28.1210"
"OrthoGroup_428",3,3,0.992,"LINF_290034900","LmjF.29.2710","LmxM.08_29.2710"
"OrthoGroup_429",3,3,0.992,"LINF_320025200","LmjF.32.1930","LmxM.31.1930"
"OrthoGroup_430",3,3,0.992,"LINF_320033000","LmjF.32.2610","LmxM.31.2610"
"OrthoGroup_431",3,3,0.992,"LINF_330017300","LmjF.33.0990","LmxM.32.0990"
"OrthoGroup_432",3,3,0.992,"LINF_340037350","LmjF.34.3070","LmxM.33.3070"
"OrthoGroup_433",3,3,0.992,"LINF_350022500","LmjF.35.1755","LmxM.34.1755"
